label,updated_label,articles,Claim,Implication,Referring Expressions - Claim,Referring Expressions - Implication,Property Implications,Equal Entities,Subset Entities,Claim Lfs,Implication Lfs,Logical Form,Logical Form 2
0,circular reasoning,"Witchcraft remains our most urgent spiritual problem because it threatens
our very souls.",,,,,[],[],[],,,Logical Form: ((IsWitchcraft(x) and IsUrgentSpiritualProblem(x)) and (ThreatensSouls(x) and IsWitchcraft(x))) and (IsUrgentSpiritualProblem(y) and ThreatensSouls(y)),Logical Form: ((IsWitchcraft(x) and IsUrgentSpiritualProblem(x)) and (ThreatensSouls(x) and IsWitchcraft(x))) and (IsUrgentSpiritualProblem(y) and ThreatensSouls(y))
0,false dilemma,"Senator Jill: ""We'll have to cut education funding this year.""
Senator Bill: ""Why?""
Senator Jill: ""Well, either we cut the social programs or we live with a huge deficit and we can't live with the deficit.""",,,,,[],[],[],,,Logical Form: ((IsCuttingEducationFunding and (IsCuttingSocialPrograms or ~CanLiveWithDeficit)) and (IsLivingWithDeficit and ~CanLiveWithDeficit)) and (IsCuttingEducationFunding and (IsCuttingSocialPrograms or ~CanLiveWithDeficit)),Logical Form: ((IsCuttingEducationFunding and (IsCuttingSocialPrograms or ~CanLiveWithDeficit)) and (IsLivingWithDeficit and ~CanLiveWithDeficit)) and (IsCuttingEducationFunding and (IsCuttingSocialPrograms or ~CanLiveWithDeficit))
0,appeal to emotion,"""You'll make the right decision because you have something that not many people do: you have heart.""?",,,,,[],[],[],,,Logical Form: ((HasHeart(y) and ~HasHeart(x)) and (MakesRightDecision(y) and MakesRightDecision(x))) and (forall z (HasHeart(z) and MakesRightDecision(z))),Logical Form: ((HasHeart(y) and ~HasHeart(x)) and (MakesRightDecision(y) and MakesRightDecision(x))) and (forall z (HasHeart(z) and MakesRightDecision(z)))
0,faulty generalization,Christine has a terrible experience with a boyfriend. She decides that all boys are mean. This is an example of which logical fallacy?,,,,,[],[],[],,,"Logical Form: ((exists x (HasTerribleExperience(Christine, x) and IsBoyfriend(x))) and (forall y (IsBoy(y) and IsMean(y))))","Logical Form: ((exists x (HasTerribleExperience(Christine, x) and IsBoyfriend(x))) and (forall y (IsBoy(y) and IsMean(y))))"
0,circular reasoning,Smoking pot is against the law because it's wrong; I know it's wrong because it is against the law.,,,,,[],[],[],,,Logical Form: ((IsSmokingPot(x) and ~IsLegal(x)) and (IsWrong(x) and ~IsLegal(x))) and ((IsLegal(y) and ~IsWrong(y)) and (IsWrong(z) and ~IsLegal(z))) and (forall w (IsSmokingPot(w) and ~IsLegal(w))) and (forall v (IsLegal(v) and ~IsWrong(v))),Logical Form: ((IsSmokingPot(x) and ~IsLegal(x)) and (IsWrong(x) and ~IsLegal(x))) and ((IsLegal(y) and ~IsWrong(y)) and (IsWrong(z) and ~IsLegal(z))) and (forall w (IsSmokingPot(w) and ~IsLegal(w))) and (forall v (IsLegal(v) and ~IsWrong(v)))
0,circular reasoning,"""You can't give me a D because I'm an A student!""",,,,,[],[],[],,,Logical Form: ((IsAStudent(x) and ~CanGiveD(x))) and (forall y (IsStudent(y) and IsAStudent(y) and ~CanGiveD(y))),Logical Form: ((IsAStudent(x) and ~CanGiveD(x))) and (forall y (IsStudent(y) and IsAStudent(y) and ~CanGiveD(y)))
0,fallacy of logic,People who buy stocks are no different from people who bet on horse racing. They both risk their money with little chance of making a big profit.,,,,,[],[],[],,,Logical Form: ((forall x (BuysStocks(x) <and BetsOnHorseRacing(x))) and (forall y (RisksMoney(y) and (BuysStocks(y) or BetsOnHorseRacing(y)) and ~BigProfit(y)))) and (forall z (BuysStocks(z) and (RisksMoney(z) and ~BigProfit(z)))),Logical Form: ((forall x (BuysStocks(x) <and BetsOnHorseRacing(x))) and (forall y (RisksMoney(y) and (BuysStocks(y) or BetsOnHorseRacing(y)) and ~BigProfit(y)))) and (forall z (BuysStocks(z) and (RisksMoney(z) and ~BigProfit(z))))
0,appeal to emotion,"I cannot get a job because the public education system failed me;  I have to steal to  survive.  It is society's fault, not mine.",,,,,[],[],[],,,Logical Form: ((~CanGetJob and FailedMe(PublicEducationSystem)) and (HasToStealToSurvive)) and (IsFault(Society) and ~IsFault(Me)),Logical Form: ((~CanGetJob and FailedMe(PublicEducationSystem)) and (HasToStealToSurvive)) and (IsFault(Society) and ~IsFault(Me))
0,faulty generalization,"Trump presents a dark image of America if Clinton is elected, with “Syrian refugees flooding in, illegal immigrants convicted of crimes staying.”",,,,,[],[],[],,,"Logical Form: (IsElected(Clinton) and PresentsDarkImage(Trump, America)) and (PresentsDarkImage(Trump, America) and (exists x (IsSyrianRefugee(x) and IsFloodingIn(x))) and (exists y (IsIllegalImmigrant(y) and IsConvictedOfCrime(y) and IsStaying(y))))","Logical Form: (IsElected(Clinton) and PresentsDarkImage(Trump, America)) and (PresentsDarkImage(Trump, America) and (exists x (IsSyrianRefugee(x) and IsFloodingIn(x))) and (exists y (IsIllegalImmigrant(y) and IsConvictedOfCrime(y) and IsStaying(y))))"
0,ad hominem,"Charlie: Fast food is filled with salt, fat, and added sugars. We need better regulation of the industry.
Bob: That my be, but you're such a hypocrite! I saw you devour a Triple-Baconator, super-sized fries, and 64oz of soda yesterday!",,,,,[],[],[],,,"Logical Form: ((forall x (FastFood(x) and (ContainsSalt(x) and ContainsFat(x) and ContainsAddedSugars(x)))) and (BetterRegulation(FastFoodIndustry) and ~Hypocrite(Charlie))) and (~Hypocrite(Charlie) and (Saw(Bob, Charlie, Devour(TripleBaconator, SuperSizedFries, Soda64oz))))","Logical Form: ((forall x (FastFood(x) and (ContainsSalt(x) and ContainsFat(x) and ContainsAddedSugars(x)))) and (BetterRegulation(FastFoodIndustry) and ~Hypocrite(Charlie))) and (~Hypocrite(Charlie) and (Saw(Bob, Charlie, Devour(TripleBaconator, SuperSizedFries, Soda64oz))))"
0,faulty generalization,Christine has a terrible experience with a boyfriend. She decides that all boys are mean.,,,,,[],[],[],,,"Logical Form: ((exists x (HasTerribleExperience(Christine, x) and IsBoy(x))) and (forall y (IsBoy(y) and IsMean(y))))","Logical Form: ((exists x (HasTerribleExperience(Christine, x) and IsBoy(x))) and (forall y (IsBoy(y) and IsMean(y))))"
0,intentional,"Barbara believes the marketing agency's office is haunted. The cleaning crew once said they heard a other-worldly noise late at night. Since no one could prove that it wasn't a ghost, the office must be haunted.",,,,,[],[],[],,,"Logical Form: (BarbaraBelieves(Haunted(MarketingAgencyOffice)) and (exists x (CleaningCrew(x) and Said(x, HeardOtherWorldlyNoise(LateAtNight)))) and (forall y (ProvedNotGhost(y) and ~Haunted(MarketingAgencyOffice)))) and Haunted(MarketingAgencyOffice)","Logical Form: (BarbaraBelieves(Haunted(MarketingAgencyOffice)) and (exists x (CleaningCrew(x) and Said(x, HeardOtherWorldlyNoise(LateAtNight)))) and (forall y (ProvedNotGhost(y) and ~Haunted(MarketingAgencyOffice)))) and Haunted(MarketingAgencyOffice)"
0,ad populum,"I am voting for Pepitone for President because the rest of my family is voting for her, and I don't want to be the only one not doing so.",,,,,[],[],[],,,Logical Form: ((forall x (IsFamilyMember(x) and IsVotingForPepitone(x))) and ~IsVotingForPepitone(me)) and IsVotingForPepitone(me),Logical Form: ((forall x (IsFamilyMember(x) and IsVotingForPepitone(x))) and ~IsVotingForPepitone(me)) and IsVotingForPepitone(me)
0,fallacy of credibility,"“I admire the president for being a good role model.” REPLY: “But the New York Times says he’s a lousy role model, so you’re wrong.”",,,,,[],[],[],,,"Logical Form: ((Admire(I, President) and IsGoodRoleModel(President)) and ~IsLousyRoleModel(President)) and (IsLousyRoleModel(President) and ~Admire(I, President))","Logical Form: ((Admire(I, President) and IsGoodRoleModel(President)) and ~IsLousyRoleModel(President)) and (IsLousyRoleModel(President) and ~Admire(I, President))"
0,faulty generalization,The numbers on gun violence speak for themselves. We should ban guns in the country!,,,,,[],[],[],,,Logical Form: ((forall x (IsNumber(x) and IsOnGunViolence(x) and SpeaksForItself(x))) and (ShouldBanGuns and IsBannedInCountry)),Logical Form: ((forall x (IsNumber(x) and IsOnGunViolence(x) and SpeaksForItself(x))) and (ShouldBanGuns and IsBannedInCountry))
0,false causality,"“The temperature has dropped this morning, and I also have a headache. Therefore, the cold weather must be causing my headache. “",,,,,[],[],[],,,Logical Form: ((TemperatureDroppedThisMorning and HasHeadache) and (ColdWeather and CausesHeadache)) and (TemperatureDroppedThisMorning and HasHeadache),Logical Form: ((TemperatureDroppedThisMorning and HasHeadache) and (ColdWeather and CausesHeadache)) and (TemperatureDroppedThisMorning and HasHeadache)
0,ad hominem,"My teacher says the Earth is flat, so it definitely is flat.",,,,,[],[],[],,,"Logical Form: (TeacherSays(MyTeacher, IsFlat(Earth)) and IsFlat(Earth)) and (IsFlat(Earth) and IsFlat(Earth))","Logical Form: (TeacherSays(MyTeacher, IsFlat(Earth)) and IsFlat(Earth)) and (IsFlat(Earth) and IsFlat(Earth))"
0,equivocation,"The fallacy of equivocation occurs when a key term or phrase in an argument is used in an ambiguous way, with one meaning in one portion of the argument and then another meaning in another portion of the argument.",,,,,[],[],[],,,"Logical Form: (forall x ((IsKeyTerm(x) and IsUsedAmbiguously(x)) and (exists y (HasMeaningIn(y, x) and IsInArgPart1(y)) and exists z (HasDifferentMeaningIn(z, x) and IsInArgPart2(z)))))) and (IsFallacyOfEquivocation(x))","Logical Form: (forall x ((IsKeyTerm(x) and IsUsedAmbiguously(x)) and (exists y (HasMeaningIn(y, x) and IsInArgPart1(y)) and exists z (HasDifferentMeaningIn(z, x) and IsInArgPart2(z)))))) and (IsFallacyOfEquivocation(x))"
0,faulty generalization,When you have too little or unrepresentative data to make claim.,,,,,[],[],[],,,Logical Form: (forall x ((HasTooLittleData(x) or IsUnrepresentativeData(x)) and ~CanMakeClaim(x))),Logical Form: (forall x ((HasTooLittleData(x) or IsUnrepresentativeData(x)) and ~CanMakeClaim(x)))
0,ad populum,"The majority of people believe advertisers should spend more money on billboards, so billboards are objectively the best form of advertisement.",,,,,[],[],[],,,"Logical Form: ((forall x (IsPerson(x) and Believes(x, SpendMoreMoneyOnBillboards)) and Majority(x)) and (IsBestFormOfAdvertisement(Billboards))) ","Logical Form: ((forall x (IsPerson(x) and Believes(x, SpendMoreMoneyOnBillboards)) and Majority(x)) and (IsBestFormOfAdvertisement(Billboards))) "
0,faulty generalization,"If we ban Hummers because they are bad for the environment, eventually the government will ban all cars, so we should not ban Hummers.",,,,,[],[],[],,,Logical Form: ((IsBanned(Hummers) and IsBadForEnvironment(Hummers)) and (IsBanned(AllCars) and IsGovernmentAction())) and ~IsBanned(Hummers),Logical Form: ((IsBanned(Hummers) and IsBadForEnvironment(Hummers)) and (IsBanned(AllCars) and IsGovernmentAction())) and ~IsBanned(Hummers)
0,ad hominem,"My opponent raised a good point, but can we trust him? I mean he just moved to town only 5 months ago, how much could he really know?",,,,,[],[],[],,,"Logical Form: ((RaisesGoodPoint(opponent) and Trust(opponent) and ~Trust(opponent)) and (MovedToTown(opponent, 5 months ago) and ~KnowsEnough(opponent))) and ~Trust(opponent)","Logical Form: ((RaisesGoodPoint(opponent) and Trust(opponent) and ~Trust(opponent)) and (MovedToTown(opponent, 5 months ago) and ~KnowsEnough(opponent))) and ~Trust(opponent)"
0,false dilemma,"Either you can save your money to buy a new car for yourself, or you can just take an Uber around for the rest of your life.",,,,,[],[],[],,,Logical Form: (CanSaveMoney(x) and CanBuyCar(x)) or (CanTakeUber(x) and ~CanSaveMoney(x)),Logical Form: (CanSaveMoney(x) and CanBuyCar(x)) or (CanTakeUber(x) and ~CanSaveMoney(x))
0,false causality,"Matthieu was the only player on the team who didn't grow a playoff beard, and thus he ended up getting injured.",,,,,[],[],[],,,Logical Form: ((forall x (IsPlayerOnTeam(x) and ~GrewPlayoffBeard(x) and x = Matthieu)) and (GrewPlayoffBeard(Mattheiu) and ~IsInjured(Mattheiu))) and IsInjured(Mattheiu),Logical Form: ((forall x (IsPlayerOnTeam(x) and ~GrewPlayoffBeard(x) and x = Matthieu)) and (GrewPlayoffBeard(Mattheiu) and ~IsInjured(Mattheiu))) and IsInjured(Mattheiu)
0,intentional,"John: Members of the UbaTuba White Men's Club are upstanding citizens of the community.
Marvin: Then why are there so many of these members in jail?
John: They were never true UbaTuba White Men's Club members.
Marvin: What’s a true UbaTuba White Men's Club member?
John: Those who don't go to jail.
",,,,,[],[],[],,,Logical Form: ((forall x (IsUbaTubaMember(x) and IsUpstandingCitizen(x))) and (exists y (IsUbaTubaMember(y) and IsInJail(y)) and ~IsTrueUbaTubaMember(y))) and (forall z (IsTrueUbaTubaMember(z) <and ~IsInJail(z))),Logical Form: ((forall x (IsUbaTubaMember(x) and IsUpstandingCitizen(x))) and (exists y (IsUbaTubaMember(y) and IsInJail(y)) and ~IsTrueUbaTubaMember(y))) and (forall z (IsTrueUbaTubaMember(z) <and ~IsInJail(z)))
0,faulty generalization,"""Animal experimentation reduces our respect for life. If we don't respect life, we are likely to be more and more tolerant of violent acts like war and murder. Soon our society will become a battlefield in which everyone constantly fears for their lives. It will be the end of civilization. To prevent this terrible consequence, we should make animal experimentation illegal right now.""",,,,,[],[],[],,,Logical Form: ((AnimalExperimentation(x) and ~RespectForLife(x)) and (forall y (RespectForLife(y) and ~TolerantOfViolence(y)))) and (forall z ((~RespectForLife(z) and IsSociety(z)) and (IsBattlefield(z) and FearsForLife(z)))) and (forall w (IsBattlefield(w) and ~Civilization(w))) and MakeAnimalExperimentationIllegal(),Logical Form: ((AnimalExperimentation(x) and ~RespectForLife(x)) and (forall y (RespectForLife(y) and ~TolerantOfViolence(y)))) and (forall z ((~RespectForLife(z) and IsSociety(z)) and (IsBattlefield(z) and FearsForLife(z)))) and (forall w (IsBattlefield(w) and ~Civilization(w))) and MakeAnimalExperimentationIllegal()
0,false causality,You know Jane Fonda's exercise videos must be worth the money. Look at the great shape she's in.,,,,,[],[],[],,,Logical Form: ((IsInGreatShape(JaneFonda) and WorthTheMoney(ExerciseVideos(JaneFonda))) and (WorthTheMoney(ExerciseVideos(JaneFonda)) and IsInGreatShape(JaneFonda))) and (IsInGreatShape(JaneFonda) and WorthTheMoney(ExerciseVideos(JaneFonda))),Logical Form: ((IsInGreatShape(JaneFonda) and WorthTheMoney(ExerciseVideos(JaneFonda))) and (WorthTheMoney(ExerciseVideos(JaneFonda)) and IsInGreatShape(JaneFonda))) and (IsInGreatShape(JaneFonda) and WorthTheMoney(ExerciseVideos(JaneFonda)))
0,faulty generalization,"Asians make lousy athletes, but do well at the Math Olympiad.",,,,,[],[],[],,,Logical Form: (forall x (IsAsian(x) and ~IsLousyAthlete(x)) and (forall y (IsAsian(y) and IsGoodAtMathOlympiad(y)))),Logical Form: (forall x (IsAsian(x) and ~IsLousyAthlete(x)) and (forall y (IsAsian(y) and IsGoodAtMathOlympiad(y))))
0,false dilemma,"“Caldwell Hall is in bad shape. Either we tear it down and put up a new building, or we continue to risk students’ safety. Obviously we shouldn’t risk anyone’s safety, so we must tear the building down.”",,,,,[],[],[],,,Logical Form: ((IsInBadShape(CaldwellHall) and (TearDown(CaldwellHall) and PutUpNewBuilding) or ContinueRiskStudentsSafety) and ~ContinueRiskStudentsSafety) and TearDown(CaldwellHall),Logical Form: ((IsInBadShape(CaldwellHall) and (TearDown(CaldwellHall) and PutUpNewBuilding) or ContinueRiskStudentsSafety) and ~ContinueRiskStudentsSafety) and TearDown(CaldwellHall)
0,faulty generalization,Did you really vote for Donald as class treasurer? Didn't you hear that his uncle was imprisoned for embezzling $1.5 million?,,,,,[],[],[],,,"((VoteFor(x, Donald) and IsClassTreasurer(Donald)) and (Hears(x, ImprisonedForEmbezzling(Uncle(Donald), 1500000)))) and (VoteFor(x, Donald) or ~Hears(x, ImprisonedForEmbezzling(Uncle(Donald), 1500000)))","((VoteFor(x, Donald) and IsClassTreasurer(Donald)) and (Hears(x, ImprisonedForEmbezzling(Uncle(Donald), 1500000)))) and (VoteFor(x, Donald) or ~Hears(x, ImprisonedForEmbezzling(Uncle(Donald), 1500000)))"
0,fallacy of logic,"If the ozone layer is destroyed, many people will get cancer and suffer from other illnesses.  The ozone layer is being protected, not destroyed.  So, many people will be spared the pain of cancer and other illnesses.",,,,,[],[],[],,,Logical Form: ((IsDestroyed(OzoneLayer) and (forall x (WillGetCancer(x) and WillSufferFromIllnesses(x)))) and ~IsDestroyed(OzoneLayer)) and (forall y (IsPerson(y) and ~WillGetCancer(y))) and (forall z (IsPerson(z) and ~WillSufferFromIllnesses(z))),Logical Form: ((IsDestroyed(OzoneLayer) and (forall x (WillGetCancer(x) and WillSufferFromIllnesses(x)))) and ~IsDestroyed(OzoneLayer)) and (forall y (IsPerson(y) and ~WillGetCancer(y))) and (forall z (IsPerson(z) and ~WillSufferFromIllnesses(z)))
0,faulty generalization,"Broccoli has significantly less fat than the leading candy bar! Plus, it's nowhere near as hot as Hot Cheetos!",,,,,[],[],[],,,Logical Form: (FatContent(Broccoli) < FatContent(LeadingCandyBar)) and (Temperature(Broccoli) < Temperature(HotCheetos)),Logical Form: (FatContent(Broccoli) < FatContent(LeadingCandyBar)) and (Temperature(Broccoli) < Temperature(HotCheetos))
0,fallacy of relevance,You're complaining because you have to walk to school? I used to have to give my parents my entire paycheck.,,,,,[],[],[],,,Logical Form: ((forall x (IsComplaining(x) and HasToWalkToSchool(x))) and (exists y (GaveEntirePaycheck(y) and IsChildOfParents(y)))) and ~HasToWalkToSchool(x),Logical Form: ((forall x (IsComplaining(x) and HasToWalkToSchool(x))) and (exists y (GaveEntirePaycheck(y) and IsChildOfParents(y)))) and ~HasToWalkToSchool(x)
0,fallacy of extension,Robot 2 (Blue) has been refuting all of Robot 1's (Orange) arguments. Robot 1 launches the above counterargument. What is this fallacy?,,,,,[],[],[],,,"((forall x (Refutes(x, Robot1Argument) and ~IsValid(Robot1Argument))) and (Refutes(Robot2, Robot1Argument) and LaunchesCounterargument(Robot1, Robot1Argument))) and WhatIsFallacy(Robot1Argument)","((forall x (Refutes(x, Robot1Argument) and ~IsValid(Robot1Argument))) and (Refutes(Robot2, Robot1Argument) and LaunchesCounterargument(Robot1, Robot1Argument))) and WhatIsFallacy(Robot1Argument)"
0,ad hominem,Personally attacking someone to shift attention away from your views is,,,,,[],[],[],,,Logical Form: (forall x (IsAttacking(x) and IsShiftingAttention(x) and ~IsFocusingOnViews(x))) and (forall y (IsAttacking(y) and IsShiftingAttention(y))),Logical Form: (forall x (IsAttacking(x) and IsShiftingAttention(x) and ~IsFocusingOnViews(x))) and (forall y (IsAttacking(y) and IsShiftingAttention(y)))
0,ad hominem,"""She's such a mean teacher and person – that's why she wouldn't raise my grade ONE percent!""",,,,,[],[],[],,,"Logical Form: ((IsMeanTeacher(x) and IsMeanPerson(x)) and ~RaisesGrade(x, 1)) and (forall y (IsMeanTeacher(y) and ~RaisesGrade(y, 1)))","Logical Form: ((IsMeanTeacher(x) and IsMeanPerson(x)) and ~RaisesGrade(x, 1)) and (forall y (IsMeanTeacher(y) and ~RaisesGrade(y, 1)))"
0,appeal to emotion,"If you don't buy the black pencils, you will get made fun of. You will not be chosen for group projects.",,,,,[],[],[],,,Logical Form: ((~BuysBlackPencils(x) and GetsMadeFunOf(x)) and (~ChosenForGroupProjects(x))) and (forall y (GetsMadeFunOf(y) and ~ChosenForGroupProjects(y))),Logical Form: ((~BuysBlackPencils(x) and GetsMadeFunOf(x)) and (~ChosenForGroupProjects(x))) and (forall y (GetsMadeFunOf(y) and ~ChosenForGroupProjects(y)))
0,faulty generalization,"Jeff's mom is concerned when she finds out that he skipped class one day. She tells him that she is concerned that since he skipped one class, he will start skipping more frequently. Then he will drop out altogether, never graduate or get into college, and end up unemployed and living at home for the rest of his life. What type of fallacy has Jeff's mom committed?",,,,,[],[],[],,,"Logical Form: ((IsConcerned(Jeff'sMom, IsSkippedClass(Jeff)) and IsSkippedClassOnce(Jeff) and (WillSkipMoreFrequent(Jeff) and (WillDropOut(Jeff) and ~WillGraduate(Jeff) and ~WillGetIntoCollege(Jeff) and WillBeUnemployed(Jeff) and WillLiveAtHome(Jeff))))) and IsSlipperySlope(Jeff'sMom))","Logical Form: ((IsConcerned(Jeff'sMom, IsSkippedClass(Jeff)) and IsSkippedClassOnce(Jeff) and (WillSkipMoreFrequent(Jeff) and (WillDropOut(Jeff) and ~WillGraduate(Jeff) and ~WillGetIntoCollege(Jeff) and WillBeUnemployed(Jeff) and WillLiveAtHome(Jeff))))) and IsSlipperySlope(Jeff'sMom))"
0,ad hominem,"How can you tell me I should exercise to lose weight? All you do is sit behind a desk all day. I've never seen you do a lick of exercise.

Identify the logical fallacy commited in this argument.",,,,,[],[],[],,,Logical Form: ((forall x (ShouldExercise(x) and CanLoseWeight(x))) and (IsSittingBehindDeskAllDay(y) and ~DoesExercise(y))) and ~CanLoseWeight(y),Logical Form: ((forall x (ShouldExercise(x) and CanLoseWeight(x))) and (IsSittingBehindDeskAllDay(y) and ~DoesExercise(y))) and ~CanLoseWeight(y)
0,fallacy of logic,"""We both like music, so we should get married.""",,,,,[],[],[],,,Logical Form: ((IsPerson1LikesMusic and IsPerson2LikesMusic) and ShouldGetMarried),Logical Form: ((IsPerson1LikesMusic and IsPerson2LikesMusic) and ShouldGetMarried)
0,ad hominem,"Brandon: We should have tastier lunches!
Jaylen: Don't listen to him! He's a terrible person! I saw him trip another student and steal his lunch money!",,,,,[],[],[],,,"Logical Form: (forall x (IsTerriblePerson(x) and ~IsTastyLunch(x))) and (exists y (Saw(Jaylen, Trip(Brandon, y)) and Saw(Jaylen, StealLunchMoney(Brandon, y)))) and ~ListenTo(Brandon)","Logical Form: (forall x (IsTerriblePerson(x) and ~IsTastyLunch(x))) and (exists y (Saw(Jaylen, Trip(Brandon, y)) and Saw(Jaylen, StealLunchMoney(Brandon, y)))) and ~ListenTo(Brandon)"
0,ad hominem,Of course Marx' theories about the ideal society are bunk. The guy spent all his time in the library.,,,,,[],[],[],,,Logical Form: ((forall x (IsMarxTheory(x) and ~IsValid(x))) and (forall y (IsGuy(y) and IsInLibrary(y)))) and (forall z (IsMarx(z) and (IsInLibrary(z) and ~IsValid(IsMarxTheory(z))))),Logical Form: ((forall x (IsMarxTheory(x) and ~IsValid(x))) and (forall y (IsGuy(y) and IsInLibrary(y)))) and (forall z (IsMarx(z) and (IsInLibrary(z) and ~IsValid(IsMarxTheory(z)))))
0,fallacy of relevance,"I'm tailgating her, because she cut me off!",,,,,[],[],[],,,"Logical Form: (IsTailgating(Me, Her) <and (IsCutOff(Her, Me))) → (IsTailgating(Me, Her))","Logical Form: (IsTailgating(Me, Her) <and (IsCutOff(Her, Me))) → (IsTailgating(Me, Her))"
0,faulty generalization,President Petutti ordered a military strike that killed many civilians. He is no different than any other mass murder and he belongs in prison!,,,,,[],[],[],,,Logical Form: ((IsPresident(Petutti) and OrderedMilitaryStrike(Petutti) and KilledManyCivilians(MilitaryStrike)) and (IsMassMurder(Petutti) and BelongsInPrison(Petutti))),Logical Form: ((IsPresident(Petutti) and OrderedMilitaryStrike(Petutti) and KilledManyCivilians(MilitaryStrike)) and (IsMassMurder(Petutti) and BelongsInPrison(Petutti)))
1,,"Coach talks with football player, other players and crowd in background. Thus, a football coach talks with his player in front of the team and the crowd.",,,,,[],[],[],,,"Logical Form: ((forall x (IsCoach(x) and IsFootballPlayer(y) and (IsTalkingWith(x, y) or IsInBackground(z)))) and (IsFootballCoach(x) and IsTalkingWith(x, y) and (InFrontOf(x, Team) and InFrontOf(x, Crowd))))","Logical Form: ((forall x (IsCoach(x) and IsFootballPlayer(y) and (IsTalkingWith(x, y) or IsInBackground(z)))) and (IsFootballCoach(x) and IsTalkingWith(x, y) and (InFrontOf(x, Team) and InFrontOf(x, Crowd))))"
1,,"Two men watching one man make a golf putt on the set of Sports Center. As a consequence, people watching sports.",,,,,[],[],[],,,Logical Form: ((forall x (IsMan(x) and WatchingSports(x))) and (exists y (IsMan(y) and IsWatchingGolfPutt(y)))) and (exists z (IsWatchingSports(z))),Logical Form: ((forall x (IsMan(x) and WatchingSports(x))) and (exists y (IsMan(y) and IsWatchingGolfPutt(y)))) and (exists z (IsWatchingSports(z)))
1,,"Six women wait to use a port-o-john in a field. Thus, women are outside.",,,,,[],[],[],,,Logical Form: ((exists x (IsWoman(x) and IsWaiting(x) and IsInField(x))) and IsOutside(x)) and (forall y (IsWoman(y) and IsOutside(y))),Logical Form: ((exists x (IsWoman(x) and IsWaiting(x) and IsInField(x))) and IsOutside(x)) and (forall y (IsWoman(y) and IsOutside(y)))
1,,Women wearing a black top and glasses speaking into a blue tipped microphone with another woman beside her writing. It follows that one woman speaking into a microphone while a second woman writes beside her.,,,,,[],[],[],,,"Logical Form: ((forall x (IsWearingBlackTop(x) and IsWearingGlasses(x) and IsSpeakingIntoMicrophone(x) and IsBeside(y) and IsWriting(y)) and (IsSpeakingIntoMicrophone(x) and IsWriting(y))) and (exists z (IsWoman(z) and IsSpeakingIntoMicrophone(z) and exists w (IsWoman(w) and IsWriting(w) and IsBeside(z, w)))))","Logical Form: ((forall x (IsWearingBlackTop(x) and IsWearingGlasses(x) and IsSpeakingIntoMicrophone(x) and IsBeside(y) and IsWriting(y)) and (IsSpeakingIntoMicrophone(x) and IsWriting(y))) and (exists z (IsWoman(z) and IsSpeakingIntoMicrophone(z) and exists w (IsWoman(w) and IsWriting(w) and IsBeside(z, w)))))"
1,,"One tan girl with a wool hat is running and leaning over an object, while another person in a wool hat is sitting on the ground. Therefore, a tan girl runs leans over an object.",,,,,[],[],[],,,Logical Form: (((exists x (IsTanGirl(x) and IsWearingWoolHat(x) and IsRunning(x) and IsLeaningOverObject(x))) and (exists y (IsPerson(y) and IsWearingWoolHat(y) and IsSittingOnGround(y)))) and (exists z (IsTanGirl(z) and IsRunning(z) and IsLeaningOverObject(z)))),Logical Form: (((exists x (IsTanGirl(x) and IsWearingWoolHat(x) and IsRunning(x) and IsLeaningOverObject(x))) and (exists y (IsPerson(y) and IsWearingWoolHat(y) and IsSittingOnGround(y)))) and (exists z (IsTanGirl(z) and IsRunning(z) and IsLeaningOverObject(z))))
1,,A scientist studies a slide in order to work on her new creation. It follows that a scientist studies a slide that is related to her invention.,,,,,[],[],[],,,"Logical Form: ((forall x (IsScientist(x) and StudiesSlide(x, y) and WorksOnCreation(x, z))) and (forall w (IsScientist(w) and StudiesSlide(w, y) and IsRelatedTo(w, z))))","Logical Form: ((forall x (IsScientist(x) and StudiesSlide(x, y) and WorksOnCreation(x, z))) and (forall w (IsScientist(w) and StudiesSlide(w, y) and IsRelatedTo(w, z))))"
1,,"A red dog jumps and catches a tennis ball in its mouth. Consequently, a dog catching a ball.",,,,,[],[],[],,,Logical Form: ((forall x (IsRedDog(x) and IsJumping(x) and IsCatchingTennisBall(x)) and IsCatchingBall(x))) and (forall y (IsRedDog(y) and IsCatchingBall(y))),Logical Form: ((forall x (IsRedDog(x) and IsJumping(x) and IsCatchingTennisBall(x)) and IsCatchingBall(x))) and (forall y (IsRedDog(y) and IsCatchingBall(y)))
1,,"A group of dogs stand in the snow. Thus, there are animals outdoors.",,,,,[],[],[],,,Logical Form: ((forall x (IsDog(x) and IsStandingInSnow(x))) and IsOutdoor(x)) and (exists y (IsDog(y) and IsStandingInSnow(y)) and IsOutdoor(y)),Logical Form: ((forall x (IsDog(x) and IsStandingInSnow(x))) and IsOutdoor(x)) and (exists y (IsDog(y) and IsStandingInSnow(y)) and IsOutdoor(y))
1,,This person looks to be snowboarding on a very small pile of snow on a sunny cold day. This implies that young snowboarder sizing up their next jump.,,,,,[],[],[],,,Logical Form: (IsSnowboarding(p) and (IsYoungSnowboarder(p) and IsSizingUpJump(p))),Logical Form: (IsSnowboarding(p) and (IsYoungSnowboarder(p) and IsSizingUpJump(p)))
