,logical_fallacies,label,articles,Claim,Implication,Referring Expressions - Claim,Referring Expressions - Implication,Property Implications,Equal Entities,Subset Entities,Claim Lfs,Implication Lfs,Logical Form,Logical Form 2,result
25,fallacy of extension,0,"Why , between 2009 and 2014 , did Defra spend a whopping £12.5 million on an ocean acidification research programme when the issue could have been resolved , for next to nothing , after a few hours ’ basic research ?"," ""Defra spent £12.5 million on an ocean acidification research programme between 2009 and 2014.""  "," ""The issue could have been resolved after a few hours of basic research.""","Spent(b, c),  IsBetween(d, e)","CouldBeResolved(f),  TakesTime(g, h)",[],[],"[(' £12.5 million', ' The issue'), (' ocean acidification research programme', ' The issue'), (' The issue', ' 2009'), (' The issue', ' 2014')]","Spent(b, c) and IsBetween(d, e)","CouldBeResolved(f) and TakesTime(g, h)","(forall e (forall d (exists c (exists b (Spent(b, c) and IsBetween(d, e)))))) -> (forall f (CouldBeResolved(f) and TakesTime(g, h)))","(exists c (exists d (exists b (exists e (Spent(b, c) and IsBetween(d, e)))))) -> (exists g (exists h (exists f (CouldBeResolved(f) and TakesTime(g, h)))))",LF
26,faulty generalization,0,"For decades , most scientists saw climate change as a distant prospect .", Most scientists saw climate change as a distant prospect.  , Climate change is not an immediate concern.,"SeesAsDistantProspect(b, a),  IsDistantProspect(c)",IsNotImmediateConcern(a),[],"[(' climate change', ' Climate change')]",[],"SeesAsDistantProspect(b, a) and IsDistantProspect(c)",~IsNotImmediateConcern(a),"(SeesAsDistantProspect(b, a) and IsDistantProspect(c)) -> (~IsNotImmediateConcern(a))","(exists c (exists a (exists b (SeesAsDistantProspect(b, a) and IsDistantProspect(c))))) -> (exists a (~IsNotImmediateConcern(a)))",LF
27,appeal to emotion,0,"If your anxiety about global warming is dominated by fears of sea-level rise , you are barely scratching the surface of what terrors are possible , even within the lifetime of a teenager today .", Anxiety about global warming is dominated by fears of sea-level rise.  , People are barely scratching the surface of what terrors are possible.,"IsAbout(a, b),  IsDominatedBy(c, d)","IsScratching(e, f),  IsPossible(g)",[],[],"[(' the surface', ' Anxiety'), (' Anxiety', ' terrors'), (' global warming', ' terrors'), (' the surface', ' fears'), (' sea-level rise', ' the surface'), (' sea-level rise', ' terrors')]","IsAbout(a, b) and IsDominatedBy(c, d)","IsScratching(e, f) and IsPossible(g)","(exists d (forall c (exists b (forall a (IsAbout(a, b) and IsDominatedBy(c, d)))))) -> (forall f (forall g (exists f (IsScratching(e, f) and IsPossible(g)))))","(exists c (exists d (exists a (exists b (IsAbout(a, b) and IsDominatedBy(c, d)))))) -> (exists g (exists e (exists f (IsScratching(e, f) and IsPossible(g)))))",LF
28,intentional,0,"Skeptics have long pointed to ice gain in the Southern Hemisphere as evidence climate change wasn ’ t occurring , but scientists warned that it was caused by natural variations and circulations in the atmosphere ."," ""Skeptics point to ice gain in the Southern Hemisphere as evidence climate change isn't occurring.""  "," ""Climate change is occurring.""","PointsTo(b, c),  IsInSouthernHemisphere(c),  IsEvidence(e),  IsNotOccurring(a)",IsOccurring(a),[],"[(' climate change', ' Climate change')]","[(' Climate change', ' Skeptics'), (' ice gain', ' Climate change'), (' Southern Hemisphere', ' Climate change'), (' evidence', ' Climate change')]","PointsTo(b, c) and IsInSouthernHemisphere(c) and IsEvidence(e) and IsNotOccurring(a)",IsOccurring(a),"(exists e (exists c (forall b (PointsTo(b, c) and IsInSouthernHemisphere(c) and IsEvidence(e) and IsNotOccurring(a))))) -> (forall a (exists a (IsOccurring(a))))","(exists c (exists a (exists b (exists e (PointsTo(b, c) and IsInSouthernHemisphere(c) and IsEvidence(e) and IsNotOccurring(a)))))) -> (exists a (IsOccurring(a)))",LF
29,intentional,0,"Furthermore , the overall increases in such things as hurricanes and tornadoes have not materialized . Drought in the western U.S. pales in comparison to the mega-droughts tree rings tell us existed in centuries past . Lake-bottom sediments in Florida tell us that recent major hurricane activity in the Gulf of Mexico has been less frequent than in centuries past . Strong Sandy-type storms occur every year in all the major ocean basins… they just don ’ t happen to hit major metropolitan areas ."," ""Hurricanes and tornadoes have not increased overall.""  "," ""Recent major hurricane activity in the Gulf of Mexico is less frequent than in centuries past.""","HaveNotIncreasedOverall(a),  HaveNotIncreasedOverall(b)","IsLessFrequent(c, e)",[],[],"[(' Hurricanes', ' Recent major hurricane activity')]",HaveNotIncreasedOverall(a) and HaveNotIncreasedOverall(b),"IsLessFrequent(c, e)","(exists a (HaveNotIncreasedOverall(a) and HaveNotIncreasedOverall(b))) -> (forall c (IsLessFrequent(c, e)))","(exists a (exists b (HaveNotIncreasedOverall(a) and HaveNotIncreasedOverall(b)))) -> (exists c (exists e (IsLessFrequent(c, e))))",LF
30,ad hominem,0,Should we trust these computer models of doom ?," ""These computer models of doom are not trustworthy.""  "," ""People should not trust these computer models of doom.""",IsNotTrustworthy(a),"IsNotTrustworthy(a),  ShouldNotTrust(b)",[],"[(' These computer models of doom', ' these computer models of doom')]",[],~IsNotTrustworthy(a),ShouldNotTrust(b) and IsNotTrustworthy(a),(~IsNotTrustworthy(a)) -> (ShouldNotTrust(b) and IsNotTrustworthy(a)),(exists a (~IsNotTrustworthy(a))) -> (exists a (exists b (ShouldNotTrust(b) and IsNotTrustworthy(a)))),LF
31,false causality,0,"The rise in Arctic temperatures is probably also tied to a sudden warming of the stratosphere , the atmospheric layer about 30,000 feet high — above where most weather happens — that occurred several weeks ago , Moore said ."," ""The rise in Arctic temperatures is tied to a sudden warming of the stratosphere.""  "," ""The sudden warming of the stratosphere affects Arctic temperatures.""","IsTiedTo(a, b),  IsInStratosphere(b)","IsAffectedBy(d, e)",[],[],"[(' Arctic temperatures', ' The rise in Arctic temperatures'), (' The sudden warming of the stratosphere', ' a sudden warming'), (' The sudden warming of the stratosphere', ' the stratosphere')]","IsTiedTo(a, b) and IsInStratosphere(b)","IsAffectedBy(d, e)","(forall b (forall a (IsTiedTo(a, b) and IsInStratosphere(b)))) -> (exists d (exists e (IsAffectedBy(d, e))))","(exists a (exists b (IsTiedTo(a, b) and IsInStratosphere(b)))) -> (exists d (exists e (IsAffectedBy(d, e))))",LF
32,false dilemma,0,The World Coal Association disputed the conclusion that stopping global warming calls for an end of coal use .," ""The World Coal Association disputed the conclusion that stopping global warming calls for an end of coal use.""  "," ""Stopping global warming does not call for an end of coal use.""","DisputesConclusion(c, d),  CallsForEnd(a, b)","CallsForEnd(a, b)",[],"[(' global warming', ' global warming'), (' coal use', ' coal use')]","[(' coal use', ' global warming'), (' coal use', ' global warming')]","DisputesConclusion(c, d) and ~CallsForEnd(a, b)","~CallsForEnd(a, b)","(exists b (DisputesConclusion(c, d) and ~CallsForEnd(a, b))) -> (exists b (forall a (~CallsForEnd(a, b))))","(exists c (exists d (exists a (exists b (DisputesConclusion(c, d) and ~CallsForEnd(a, b)))))) -> (exists a (exists b (~CallsForEnd(a, b))))",Valid
33,fallacy of logic,0,The problem with this ploy is that carbon dioxide is not a pollutant and it is dishonest to say it is .," ""Carbon dioxide is not a pollutant.""  "," ""It is dishonest to say carbon dioxide is a pollutant.""","IsCarbonDioxide(a),  IsPollutant(b)","IsCarbonDioxide(a),  IsPollutant(c),  IsDishonestToSay(a,c)",[],"[(' Carbon dioxide', ' carbon dioxide')]","[(' Carbon dioxide', ' pollutant'), (' carbon dioxide', ' a pollutant')]",IsCarbonDioxide(a) and ~IsPollutant(b),"IsCarbonDioxide(a) and IsPollutant(c) and IsDishonestToSay(a,c)","(exists a (IsCarbonDioxide(a) and ~IsPollutant(b))) -> (exists a (forall c (IsCarbonDioxide(a) and IsPollutant(c) and IsDishonestToSay(a,c))))","(exists a (exists b (IsCarbonDioxide(a) and ~IsPollutant(b)))) -> (exists c (exists a (IsCarbonDioxide(a) and IsPollutant(c) and IsDishonestToSay(a,c))))",LF
34,appeal to emotion,0,"“ It ’ s sobering to think of this magnificent landscape and how fundamentally it can change over a relatively short time period , ” he added ."," ""The landscape is magnificent and can change fundamentally over a relatively short time period.""  "," ""The magnificent landscape can change.""","IsMagnificent(a),  CanChangeFundamentally(a)","IsMagnificent(b),  CanChange(b)",[],[],"[(' The magnificent landscape', ' The landscape')]",IsMagnificent(a) and CanChangeFundamentally(a),IsMagnificent(b) and CanChange(b),(forall a (IsMagnificent(a) and CanChangeFundamentally(a))) -> (exists b (IsMagnificent(b) and CanChange(b))),(exists a (IsMagnificent(a) and CanChangeFundamentally(a))) -> (exists b (IsMagnificent(b) and CanChange(b))),LF
35,fallacy of credibility,0,"NASA honored him for this achievement , and he was an author for a previous edition of the U.N. report . He told a House Science Committee hearing in March 2017 that the U.N. climate models have failed badly . Christy compared the average model projections since 1979 to the most reliable observations — those made by satellites and weather balloons over the vast tropics ."," ""NASA honored him for his achievement.""  "," ""The U.N. climate models have failed badly.""","Honors(a, b, c)",FailedBadly(d),[],[],[],"Honors(a, b, c)",FailedBadly(d),"(Honors(a, b, c)) -> (FailedBadly(d))","(exists c (exists a (exists b (Honors(a, b, c))))) -> (exists d (FailedBadly(d)))",LF
36,appeal to emotion,0,"The 2009 Black Saturday bushfires , which claimed the lives of 173 Australians , are etched into the national consciousness . But in the heatwave that led up to the fires , the number of deaths soared ."," ""The 2009 Black Saturday bushfires claimed the lives of 173 Australians.""  "," ""The heatwave that led up to the fires caused a rise in deaths.""","ClaimedLives(a, b)","CausedRise(c, e),  LedTo(c, d),  IncreasedDeaths(e, f)",[],[],"[(' The 2009 Black Saturday bushfires', ' the fires'), (' The 2009 Black Saturday bushfires', ' a rise'), (' The 2009 Black Saturday bushfires', ' deaths'), (' 173 Australians', ' a rise'), (' 173 Australians', ' deaths')]","ClaimedLives(a, b)","(CausedRise(c, e) and LedTo(c, d)) and IncreasedDeaths(e, f)","(exists b (exists a (ClaimedLives(a, b)))) -> (forall f (forall e (forall d ((CausedRise(c, e) and LedTo(c, d)) and IncreasedDeaths(e, f)))))","(exists a (exists b (ClaimedLives(a, b)))) -> (exists c (exists d (exists e (exists f ((CausedRise(c, e) and LedTo(c, d)) and IncreasedDeaths(e, f))))))",
37,fallacy of credibility,0,Anew study produced by a University of Wisconsin-Madison geoscientist and Northwestern astrophysicist presents an explanation of the fluctuations of the earth 's temperatures that global warming alarmists are going to make sure to bury :," ""A new study explains the fluctuations of the earth's temperatures.""  "," ""Global warming alarmists are going to bury the explanation.""","Explains(a, b),  Describes(c, b)","WillBury(d, e)",[],[],"[(' the explanation', ' A new study'), (' the explanation', ' the fluctuations')]","Explains(a, b) and Describes(c, b)","WillBury(d, e)","(forall b (forall a (Explains(a, b) and Describes(c, b)))) -> (exists e (WillBury(d, e)))","(exists c (exists a (exists b (Explains(a, b) and Describes(c, b))))) -> (exists d (exists e (WillBury(d, e))))",LF
38,ad hominem,0,Global warming activists ’ propensity for doing so shows just how little value they place in a truthful debate .," ""Global warming activists show a propensity for doing so.""  "," ""Global warming activists place little value in a truthful debate.""",ShowsPropensity(a),"PlacesLittleValue(a, b)",[],"[(' Global warming activists', ' Global warming activists')]",[],ShowsPropensity(a),"PlacesLittleValue(a, b)","(ShowsPropensity(a)) -> (PlacesLittleValue(a, b))","(exists a (ShowsPropensity(a))) -> (exists a (exists b (PlacesLittleValue(a, b))))",LF
39,intentional,0,"Some one billion people would be forced to attempt to relocate from unlivable conditions , and two billion would face scarcity of water supplies . Agriculture would collapse in the sub-tropics , and food production would suffer dramatically worldwide . The internal cohesion of nation-states like the US and China would unravel ."," ""One billion people would be forced to attempt to relocate from unlivable conditions.""  "," ""Agriculture would collapse in the sub-tropics.""","IsForced(a),  IsInUnlivableConditions(a),  AttemptsToRelocate(a)","IsInSubTropics(c),  WouldCollapse(c)",[],[],"[(' the sub-tropics', ' unlivable conditions')]",IsForced(a) and (IsInUnlivableConditions(a) and AttemptsToRelocate(a)),IsInSubTropics(c) and WouldCollapse(c),(IsForced(a) and (IsInUnlivableConditions(a) and AttemptsToRelocate(a))) -> (IsInSubTropics(c) and WouldCollapse(c)),(exists a (IsForced(a) and (IsInUnlivableConditions(a) and AttemptsToRelocate(a)))) -> (exists c (IsInSubTropics(c) and WouldCollapse(c))),LF
40,appeal to emotion,0,"Interstates are under feet of water , local authorities have asked boat owners to join rescue efforts , and most of the streams and rivers near the city are in flood stage ."," ""Interstates are under feet of water.""  "," ""Local authorities need boat owners to join rescue efforts.""","AreUnderWater(a, c),  HasFeetOfWater(a, b)","Needs(e, f),  Joins(e, f)",[],[],"[(' water', ' boat owners'), (' water', ' rescue efforts')]","AreUnderWater(a, c) and HasFeetOfWater(a, b)","Needs(d, f) and Joins(e, f)","(exists c (AreUnderWater(a, c) and HasFeetOfWater(a, b))) -> (forall f (forall e (Needs(d, f) and Joins(e, f))))","(exists c (exists a (exists b (AreUnderWater(a, c) and HasFeetOfWater(a, b))))) -> (exists d (exists e (exists f (Needs(d, f) and Joins(e, f)))))",LF
41,appeal to emotion,0,"Even then , the report found that polar bears were moving from ice to land earlier and staying on land longer , unhealthily extending the bears ' fasting season . By the end of summer , most bears studied by the World Wildlife Fund showed signs of starvation . Fifteen years later , polar bears ' icy hunting grounds are in even worse shape ."," ""Polar bears are moving from ice to land and staying on land longer.""  "," ""Polar bears are experiencing starvation.""  ","IsMoving(a, b, c),  IsStayingOnLand(a)",IsExperiencingStarvation(a),[],"[(' Polar bears', ' Polar bears')]",[],"IsMoving(a, b, c) and IsStayingOnLand(a)",IsExperiencingStarvation(a),"(IsMoving(a, b, c) and IsStayingOnLand(a)) -> (IsExperiencingStarvation(a))","(exists c (exists a (exists b (IsMoving(a, b, c) and IsStayingOnLand(a))))) -> (exists a (IsExperiencingStarvation(a)))",LF
42,intentional,0,"If ECS is as low as the Energy Balance literature suggests , it means that the climate models we have been using for decades run too hot and need to be revised ."," ""ECS is as low as the Energy Balance literature suggests.""  "," ""The climate models need to be revised.""","IsAsLowAs(a, b)",NeedsRevised(c),[],[],"[(' ECS', ' The climate models')]","IsAsLowAs(a, b)",NeedsRevised(c),"(exists a (IsAsLowAs(a, b))) -> (forall c (NeedsRevised(c)))","(exists a (exists b (IsAsLowAs(a, b)))) -> (exists c (NeedsRevised(c)))",LF
43,false dilemma,0,"To the extent that the cost of weather disasters has risen over time , that is well known to be the result of modern society building more infrastructure in areas that are prone to damage from weather—which is almost everywhere ."," ""The cost of weather disasters has risen over time due to modern society building more infrastructure in areas that are prone to damage from weather.""  "," ""Modern society's infrastructure is prone to weather damage.""","HasRisen(a),  IsCausedBy(c),  IsBuiltIn(d,e),  IsProneToDamage(e,f,g)","IsProneToDamage(h,i)",[],[],"[(' The cost', "" Modern society's infrastructure""), (' weather damage', ' The cost'), (' weather damage', ' weather disasters'), ("" Modern society's infrastructure"", ' modern society'), (' infrastructure', "" Modern society's infrastructure""), (' weather damage', ' infrastructure'), (' areas', "" Modern society's infrastructure""), (' weather damage', ' areas'), (' damage', "" Modern society's infrastructure""), (' damage', ' weather damage'), (' weather', ' weather damage')]","HasRisen(a) and IsCausedBy(c) and IsBuiltIn(d,e) and IsProneToDamage(e,f,g)","IsProneToDamage(h,i)","(exists g (exists f (forall e (exists e (forall d (exists d (forall c (forall a (exists a (HasRisen(a) and IsCausedBy(c) and IsBuiltIn(d,e) and IsProneToDamage(e,f,g))))))))))) -> (forall i (exists i (forall h (IsProneToDamage(h,i)))))","(exists c (exists d (exists a (exists g (exists e (exists f (HasRisen(a) and IsCausedBy(c) and IsBuiltIn(d,e) and IsProneToDamage(e,f,g)))))))) -> (exists i (exists h (IsProneToDamage(h,i))))",
44,intentional,0,Construction and maintenance of wind and solar facilities ­release far more carbon dioxide than they are meant to save over their working lives and they need to be sup­ported 24/7 by coal-fired generators .," ""Construction and maintenance of wind and solar facilities release far more carbon dioxide than they are meant to save.""  "," ""Wind and solar facilities need support from coal-fired generators.""","ReleasesCarbonDioxide(a),  ReleasesCarbonDioxide(b),  IsWindFacility(c),  IsSolarFacility(d),  IsMeantToSave(e)","NeedsSupport(f, g)",[],[],"[(' Wind and solar facilities', ' Construction'), (' wind facilities', ' Wind and solar facilities'), (' solar facilities', ' Wind and solar facilities')]",(ReleasesCarbonDioxide(a) and ReleasesCarbonDioxide(b) and IsWindFacility(c) and IsSolarFacility(d)) and ~IsMeantToSave(e),"NeedsSupport(f, g)","(exists d (exists c (forall a ((ReleasesCarbonDioxide(a) and ReleasesCarbonDioxide(b) and IsWindFacility(c) and IsSolarFacility(d)) and ~IsMeantToSave(e))))) -> (forall f (exists f (NeedsSupport(f, g))))","(exists c (exists d (exists a (exists e (exists b ((ReleasesCarbonDioxide(a) and ReleasesCarbonDioxide(b) and IsWindFacility(c) and IsSolarFacility(d)) and ~IsMeantToSave(e))))))) -> (exists g (exists f (NeedsSupport(f, g))))",
45,intentional,0,"Others have argued that the records were caused by El Nino , a complex natural phenomenon that takes place every few years , and has nothing to do with greenhouse gas emissions by humans ."," ""The records were caused by El Nino.""  "," ""El Nino has nothing to do with greenhouse gas emissions by humans.""","Causes(b, a)","HasNothingToDoWith(a, c),  IsCausedBy(d, c)",[],"[(' El Nino', ' El Nino')]",[],"Causes(b, a)","HasNothingToDoWith(a, c) and ~IsCausedBy(d, c)","(Causes(b, a)) -> (HasNothingToDoWith(a, c) and ~IsCausedBy(d, c))","(exists a (exists b (Causes(b, a)))) -> (exists c (exists d (exists a (HasNothingToDoWith(a, c) and ~IsCausedBy(d, c)))))",LF
46,fallacy of logic,0,"Salmon are crucial to their coastal ecosystem like perhaps few other species on the planet . A significant portion of the nitrogen in West Coast forests has been traced back to salmon , which can travel hundreds of miles upstream to lay their eggs . The largest trees on Earth simply wouldn ’ t exist without salmon ."," ""Salmon are crucial to the coastal ecosystem.""  "," ""The largest trees on Earth wouldn't exist without salmon.""","IsCrucial(a, b)","IsLargest(c),  WouldExistWithout(c, a)",[],"[(' Salmon', ' salmon')]","[(' salmon', ' coastal ecosystem')]","IsCrucial(a, b)","~WouldExistWithout(c, a) and ~IsLargest(c)","(forall b (IsCrucial(a, b))) -> (exists a (~WouldExistWithout(c, a) and ~IsLargest(c)))","(exists a (exists b (IsCrucial(a, b)))) -> (exists c (exists a (~WouldExistWithout(c, a) and ~IsLargest(c))))",LF
47,intentional,0,"Furthermore , whereas in 2008 most of the ice was extremely thin , this year most has been at least two metres thick ."," ""Most ice was extremely thin in 2008.""  "," ""Most ice is at least two metres thick this year.""","IsThin(a, b)","IsThick(a, c)",[],"[(' Most ice', ' Most ice')]",[],"IsThin(a, b)","IsThick(a, c)","(IsThin(a, b)) -> (IsThick(a, c))","(exists a (exists b (IsThin(a, b)))) -> (exists c (exists a (IsThick(a, c))))",LF
48,fallacy of extension,0,Adding more CO2 molecules to the atmosphere is like painting over a red wall with white paint — the first coat does most of the work of concealing the red .," ""Adding more CO2 molecules to the atmosphere is like painting over a red wall with white paint.""  "," ""The first coat of white paint conceals the red wall.""","IsAddedTo(b, c),  IsPaintedOver(d, a)","IsFirstCoat(e),  IsWhitePaint(a),  Conceals(f, a)",[],"[(' white paint', ' white paint')]","[(' white paint', ' The first coat')]","(IsAddedTo(b, c) and IsPaintedOver(d, a))","IsFirstCoat(e) and IsWhitePaint(a) and Conceals(f, a)","(exists a ((IsAddedTo(b, c) and IsPaintedOver(d, a)))) -> (forall e (IsFirstCoat(e) and IsWhitePaint(a) and Conceals(f, a)))","(exists c (exists d (exists a (exists b ((IsAddedTo(b, c) and IsPaintedOver(d, a))))))) -> (exists a (exists e (exists f (IsFirstCoat(e) and IsWhitePaint(a) and Conceals(f, a)))))",
49,fallacy of extension,0,"To limit global warming to 1.5 degree C is “ possible within the laws of chemistry and physics , ” said Jim Skea , co-chair of IPCC Working Group III . “ But doing so would require unprecedented changes . ”"," ""Limiting global warming to 1.5 degrees C is possible within the laws of chemistry and physics.""  "," ""Unprecedented changes are required to limit global warming to 1.5 degrees C.""","IsLimitedTo(a, b),  IsPossibleWithin(c),  IsPossibleWithin(d)","IsRequiredToLimit(a),  IsLimitedTo(a, b)",[],"[(' global warming', ' Unprecedented changes'), (' global warming', ' global warming'), (' 1.5 degrees C', ' 1.5 degrees C')]","[(' 1.5 degrees C', ' global warming'), (' 1.5 degrees C', ' Unprecedented changes'), (' 1.5 degrees C', ' global warming'), (' 1.5 degrees C', ' laws of chemistry'), (' 1.5 degrees C', ' laws of physics')]","(IsLimitedTo(a, b) and IsPossibleWithin(c) and IsPossibleWithin(d))","IsRequiredToLimit(a) and IsLimitedTo(a, b)","(exists b ((IsLimitedTo(a, b) and IsPossibleWithin(c) and IsPossibleWithin(d)))) -> (exists b (forall a (IsRequiredToLimit(a) and IsLimitedTo(a, b))))","(exists c (exists d (exists a (exists b ((IsLimitedTo(a, b) and IsPossibleWithin(c) and IsPossibleWithin(d))))))) -> (exists a (exists b (IsRequiredToLimit(a) and IsLimitedTo(a, b))))",
50,fallacy of relevance,0,The role of the sun and clouds was not considered important by modellers . They are the major drivers for the climate on our planet .," ""The sun and clouds are major drivers for the climate on our planet.""  "," ""Modellers should consider the role of the sun and clouds important.""","IsDriver(a, c),  IsDriver(b, c),  IsOn(d, c)","IsConsideredImportant(f),  IsRoleOf(a, f),  IsRoleOf(b, f)",[],"[(' The sun', ' the sun'), (' clouds', ' clouds')]",[],"IsDriver(a, c) and IsDriver(b, c) and IsOn(d, c)","IsConsideredImportant(f) and IsRoleOf(a, f) and IsRoleOf(b, f)","(IsDriver(a, c) and IsDriver(b, c) and IsOn(d, c)) -> (IsConsideredImportant(f) and IsRoleOf(a, f) and IsRoleOf(b, f))","(exists c (exists d (exists a (exists b (IsDriver(a, c) and IsDriver(b, c) and IsOn(d, c)))))) -> (exists a (exists b (exists f (IsConsideredImportant(f) and IsRoleOf(a, f) and IsRoleOf(b, f)))))",LF
51,appeal to emotion,0,In this scenario they may still have the opportunity to visit a living Great Barrier Reef .," ""They may still have the opportunity to visit a living Great Barrier Reef.""  "," ""The opportunity to visit a living Great Barrier Reef exists.""  ","HasOpportunity(a),  IsLiving(c),  IsGreatBarrierReef(c)","HasOpportunity(d),  IsLiving(e),  IsGreatBarrierReef(e)",[],[],"[(' The opportunity', ' They'), (' The opportunity', ' opportunity'), (' living Great Barrier Reef', ' The opportunity'), (' living Great Barrier Reef', ' a living Great Barrier Reef')]",HasOpportunity(a) and (IsLiving(c) and IsGreatBarrierReef(c)),HasOpportunity(d) and IsLiving(e) and IsGreatBarrierReef(e),(exists c (forall a (HasOpportunity(a) and (IsLiving(c) and IsGreatBarrierReef(c))))) -> (forall e (forall d (exists d (HasOpportunity(d) and IsLiving(e) and IsGreatBarrierReef(e))))),(exists c (exists a (HasOpportunity(a) and (IsLiving(c) and IsGreatBarrierReef(c))))) -> (exists d (exists e (HasOpportunity(d) and IsLiving(e) and IsGreatBarrierReef(e)))),Valid
52,appeal to emotion,0,"The melting Greenland ice sheet is already a major contributor to rising sea level and if it was eventually lost entirely , the oceans would rise by six metres around the world , flooding many of the world ’ s largest cities ."," ""The melting Greenland ice sheet is a major contributor to rising sea level.""  "," ""The oceans would rise by six metres around the world.""","IsMelting(a),  IsMajorContributor(a,c),  CausesRisingSeaLevel(a)","CausesRise(d, e),  IsAround(d, f)",[],[],"[(' The melting Greenland ice sheet', ' the world'), (' The oceans', ' a major contributor'), (' six metres', ' a major contributor'), (' the world', ' a major contributor'), (' rising sea level', ' The oceans'), (' six metres', ' rising sea level'), (' rising sea level', ' the world')]","IsMelting(a) and IsMajorContributor(a,c) and CausesRisingSeaLevel(a)","CausesRise(d, e) and IsAround(d, f)","(forall c (exists c (exists a (IsMelting(a) and IsMajorContributor(a,c) and CausesRisingSeaLevel(a))))) -> (exists e (forall d (forall f (CausesRise(d, e) and IsAround(d, f)))))","(exists c (exists a (IsMelting(a) and IsMajorContributor(a,c) and CausesRisingSeaLevel(a)))) -> (exists d (exists e (exists f (CausesRise(d, e) and IsAround(d, f)))))",LF
53,intentional,0,In recent years there has been more polar ice in the world than at any time since satellite records began in 1979 .," ""There has been more polar ice in the world than at any time since satellite records began in 1979.""  "," ""Polar ice levels are increasing.""","HasMorePolarIce(a),  IsInWorld(b),  IsRecordedBy(c),  IsSince(d)",IsIncreasing(e),[],[],[],HasMorePolarIce(a) and IsInWorld(b) and IsRecordedBy(c) and IsSince(d),IsIncreasing(e),(HasMorePolarIce(a) and IsInWorld(b) and IsRecordedBy(c) and IsSince(d)) -> (IsIncreasing(e)),(exists c (exists d (exists a (exists b (HasMorePolarIce(a) and IsInWorld(b) and IsRecordedBy(c) and IsSince(d)))))) -> (exists e (IsIncreasing(e))),LF
54,fallacy of logic,0,"And on and on it goes — there are 80 graphs in all , each showing in its different way why the scare about global warming has been horribly overdone because the evidence just doesn ’ t support its being unusual or a problem ."," ""There are 80 graphs showing why the scare about global warming has been overdone.""  "," ""Global warming is not unusual or a problem.""","IsShown(b),  IsAbout(c,a),  HasBeenOverdone(c)","IsUnusual(a),  IsAProblem(a)",[],"[(' global warming', ' Global warming'), (' global warming', ' a problem')]","[(' the scare', ' a problem')]","IsShown(b) and IsAbout(c,a) and HasBeenOverdone(c)",~IsUnusual(a) or ~IsAProblem(a),"(exists c (IsShown(b) and IsAbout(c,a) and HasBeenOverdone(c))) -> (forall a (~IsUnusual(a) or ~IsAProblem(a)))","(exists c (exists a (exists b (IsShown(b) and IsAbout(c,a) and HasBeenOverdone(c))))) -> (exists a (~IsUnusual(a) or ~IsAProblem(a)))",LF
55,faulty generalization,0,"As we have already seen , during this time , the Northern Hemisphere experienced ‘ The Little Ice Age ’ where crops failed and plague wiped out tens of millions of people showing a clear correlation between solar activity and temperature on Earth . Likewise , there was also high solar activity during the Medieval Warm Period ."," ""The Northern Hemisphere experienced ‘The Little Ice Age’ where crops failed and plague wiped out tens of millions of people.""  "," ""There is a correlation between solar activity and temperature on Earth.""","Experienced(a, b),  Failed(c),  WipedOut(d, e)","HasCorrelation(f, g),  IsOn(h)",[],[],"[(' The Northern Hemisphere', ' Earth'), (' The Little Ice Age', ' Earth')]","Experienced(a, b) and Failed(c) and WipedOut(d, e)","HasCorrelation(f, g) and IsOn(h)","(exists b (exists a (Experienced(a, b) and Failed(c) and WipedOut(d, e)))) -> (forall h (HasCorrelation(f, g) and IsOn(h)))","(exists c (exists d (exists a (exists e (exists b (Experienced(a, b) and Failed(c) and WipedOut(d, e))))))) -> (exists g (exists h (exists f (HasCorrelation(f, g) and IsOn(h)))))",LF
56,intentional,0,"And last month , Brown told a conference at the Vatican that the world needed “ brain washing ” on climate change ."," ""Brown told a conference at the Vatican that the world needed brain washing on climate change.""  "," ""The world needs brain washing on climate change.""","IsToldBy(d,e),  IsLocatedAt(e,f),  NeedsBrainWashing(a,b),  ConcernsClimateChange(b,c)","NeedsBrainWashing(a,b),  ConcernsClimateChange(b,c)",[],"[(' the world', ' The world'), (' brain washing', ' brain washing'), (' climate change', ' climate change')]","[(' climate change', ' the world')]","IsToldBy(d,e) and IsLocatedAt(e,f) and NeedsBrainWashing(a,b) and ConcernsClimateChange(b,c)","NeedsBrainWashing(a,b) and ConcernsClimateChange(b,c)","(exists c (IsToldBy(d,e) and IsLocatedAt(e,f) and NeedsBrainWashing(a,b) and ConcernsClimateChange(b,c))) -> (exists c (forall a (NeedsBrainWashing(a,b) and ConcernsClimateChange(b,c))))","(exists c (exists d (exists a (exists e (exists b (exists f (IsToldBy(d,e) and IsLocatedAt(e,f) and NeedsBrainWashing(a,b) and ConcernsClimateChange(b,c)))))))) -> (exists c (exists a (exists b (NeedsBrainWashing(a,b) and ConcernsClimateChange(b,c)))))",Valid
