label,updated_label,articles,Claim,Implication,Referring Expressions - Claim,Referring Expressions - Implication,Property Implications,Equal Entities,Subset Entities,Claim Lfs,Implication Lfs,Logical Form,Logical Form 2
0,faulty generalization,"A car makes less pollution than a bus. Therefore, cars are less of a pollution problem than buses", A car makes less pollution than a bus.  , Cars are less of a pollution problem than buses.,"MakesLessPollution(a, c)","LessPollutionProblem(d, f)","[('MakesLessPollution(a, c)', 'LessPollutionProblem(d, f)')]",[],"[(' A car', ' Cars'), (' pollution', ' pollution problem'), (' a bus', ' buses')]","MakesLessPollution(a, c)","LessPollutionProblem(d, f)","(exists c (exists a (MakesLessPollution(a, c))) & (forall f (forall c (forall a (forall d (MakesLessPollution(a, c) -> LessPollutionProblem(d, f))))))) -> (forall f (forall d (LessPollutionProblem(d, f))))","(exists c (exists a (MakesLessPollution(a, c))) & (forall h (forall i (forall j (forall g (MakesLessPollution(g,h) -> LessPollutionProblem(i,j))))))) -> (exists f (exists d (LessPollutionProblem(d, f))))"
0,appeal to emotion,"Preys on people’s emotions and sensitivities, can turn into a slippery slope"," ""Preys on people’s emotions and sensitivities""  "," ""It can become a slippery slope""","IsPreyedOn(a),  IsPreyedOn(b)",IsSlipperySlope(c),[],[],[],IsPreyedOn(a) and IsPreyedOn(b),IsSlipperySlope(c),(IsPreyedOn(a) and IsPreyedOn(b)) -> (IsSlipperySlope(c)),(exists a (exists b (IsPreyedOn(a) and IsPreyedOn(b)))) -> (exists c (IsSlipperySlope(c)))
0,fallacy of logic,"Bats are mammals. Bats can fly. Pigs are also mammals, therefore pigs can fly."," ""Bats are mammals and bats can fly.""  "," ""Pigs can fly.""","IsMammal(b),  CanFly(b)",CanFly(a),[],"[(' Pigs', ' mammals')]",[],IsMammal(b) and CanFly(b),CanFly(a),(IsMammal(b) and CanFly(b)) -> (CanFly(a)),(exists b (IsMammal(b) and CanFly(b))) -> (exists a (CanFly(a)))
0,intentional,The Geo Metro is a superior car because it averages 43 miles per gallon., The Geo Metro averages 43 miles per gallon.  , The Geo Metro is a superior car.,Averages43MPG(a),IsSuperiorCar(a),[],"[(' The Geo Metro', ' The Geo Metro')]",[],Averages43MPG(a),IsSuperiorCar(a),(Averages43MPG(a)) -> (IsSuperiorCar(a)),(exists a (Averages43MPG(a))) -> (exists a (IsSuperiorCar(a)))
0,fallacy of relevance,"“While you may have concerns about my votes about the environment, I can assure you that I am an open minded individual. What we should really discuss is my record on votes that expanded educational opportunities for all children."""," ""I am an open minded individual regarding votes about the environment."""," ""My record on votes expanded educational opportunities for all children.""","IsOpenMinded(b),  IsRegardingVotes(b, a),  IsAboutEnvironment(a, d)","IsOnVotes(e, a),  ExpandsEducationalOpportunities(e, f),  IsForAllChildren(f, g)",[],"[(' votes', ' votes')]",[],"IsOpenMinded(b) and IsRegardingVotes(b, a) and IsAboutEnvironment(a, d)","IsOnVotes(e, a) and ExpandsEducationalOpportunities(e, f) and IsForAllChildren(f, g)","(IsOpenMinded(b) and IsRegardingVotes(b, a) and IsAboutEnvironment(a, d)) -> (IsOnVotes(e, a) and ExpandsEducationalOpportunities(e, f) and IsForAllChildren(f, g))","(exists a (exists d (exists b (IsOpenMinded(b) and IsRegardingVotes(b, a) and IsAboutEnvironment(a, d))))) -> (exists f (exists e (exists a (exists g (IsOnVotes(e, a) and ExpandsEducationalOpportunities(e, f) and IsForAllChildren(f, g))))))"
0,intentional,"Fish are the easiest pets to keep; they are inexpensive and require no maintenance at all. Plus, they are really pretty and soothing to watch."," ""Fish are the easiest pets to keep and require no maintenance.""  "," ""Fish make the best pets.""","IsEasiestPetToKeep(a),  RequiresNoMaintenance(a)",AreBestPets(a),[],"[(' Fish', ' Fish'), (' Fish', ' pets'), (' pets', ' pets')]","[(' Fish', ' pets')]",IsEasiestPetToKeep(a) and RequiresNoMaintenance(a),AreBestPets(a),(exists a (IsEasiestPetToKeep(a) and RequiresNoMaintenance(a))) -> (forall a (AreBestPets(a))),(exists a (IsEasiestPetToKeep(a) and RequiresNoMaintenance(a))) -> (exists a (AreBestPets(a)))
0,intentional,I am only slightly obese.  That is perfectly normal here in America., Being slightly obese is perfectly normal in America.  , Being slightly obese is normal.,"IsSlightlyObese(x),  IsNormalInAmerica(x)","IsSlightlyObese(b),  IsNormal(b)","[('IsSlightlyObese(x)', '  IsNormal(b)')]",[],[],IsSlightlyObese(x) and IsNormalInAmerica(x),IsSlightlyObese(b) and IsNormal(b),(IsSlightlyObese(x) and IsNormalInAmerica(x) & (forall b (forall x (IsSlightlyObese(x) ->   IsNormal(b))))) -> (IsSlightlyObese(b) and IsNormal(b)),(exists x (IsSlightlyObese(x) and IsNormalInAmerica(x)) & (forall c (forall d (IsSlightlyObese(c) ->   IsNormal(d))))) -> (exists b (IsSlightlyObese(b) and IsNormal(b)))
0,ad populum,"Most people think the world is flat, therefore it is flat.", Most people think the world is flat.  , The world is flat.,"IsFlat(a),  ThinksWorldIsFlat(b)",IsFlat(a),[],"[(' the world', ' The world')]",[],ThinksWorldIsFlat(b) and IsFlat(a),IsFlat(a),(ThinksWorldIsFlat(b) and IsFlat(a)) -> (IsFlat(a)),(exists a (exists b (ThinksWorldIsFlat(b) and IsFlat(a)))) -> (exists a (IsFlat(a)))
0,appeal to emotion,You have to give me a passing grade. I spent 150 hours on that project and missed every party this quarter.," ""I spent 150 hours on that project and missed every party this quarter."""," ""You have to give me a passing grade.""","SpentTimeOn(a, b, c),  Missed(a, d, e)","Give(f, g, h)",[],[],[],"SpentTimeOn(a, b, c) and Missed(a, d, e)","Give(f, g, h)","(SpentTimeOn(a, b, c) and Missed(a, d, e)) -> (Give(f, g, h))","(exists a (exists d (exists b (exists c (exists e (SpentTimeOn(a, b, c) and Missed(a, d, e))))))) -> (exists f (exists h (exists g (Give(f, g, h)))))"
0,ad populum,"I guess I should buy my 12 year old daughter an iPhone. Everyone at her school has one, and I want her to fit in with the other kids.", Everyone at the daughter's school has an iPhone.  , Buying the daughter an iPhone will help her fit in with the other kids.,HasIPhone(b),"IsBoughtIPhoneFor(d),  HelpsFitIn(d, e)","[('HasIPhone(b)', '  HelpsFitIn(d, e)')]","[(' iPhone', ' an iPhone')]",[],"IsAtDaughtersSchool(b, c) and HasIPhone(b)","IsBoughtIPhoneFor(d) and HelpsFitIn(d, e)","(IsAtDaughtersSchool(b, c) and HasIPhone(b) & (forall e (forall d (forall b (HasIPhone(b) ->   HelpsFitIn(d, e)))))) -> (IsBoughtIPhoneFor(d) and HelpsFitIn(d, e))","(exists c (exists b (IsAtDaughtersSchool(b, c) and HasIPhone(b))) & (forall h (forall i (forall g (HasIPhone(g) ->   HelpsFitIn(h,i)))))) -> (exists e (exists d (IsBoughtIPhoneFor(d) and HelpsFitIn(d, e))))"
0,intentional,Kerry’s plan will raise taxes by at least $900 billion his first hundred days., Kerry’s plan will raise taxes by at least $900 billion in his first hundred days.  , Taxes will increase significantly with Kerry’s plan.,"RaiseTaxes(a, b),  Amount(c),  InFirstHundredDays(a, d)","WillIncreaseSignificantly(b),  WithKerrysPlan(b, a)","[('RaiseTaxes(a, b)', 'WillIncreaseSignificantly(b)')]","[(' Kerry’s plan', ' Kerry’s plan'), (' taxes', ' Taxes')]",[],"RaiseTaxes(a, b) and Amount(c) and InFirstHundredDays(a, d)","WithKerrysPlan(b, a) and WillIncreaseSignificantly(b)","(RaiseTaxes(a, b) and Amount(c) and InFirstHundredDays(a, d) & (forall a (forall b (RaiseTaxes(a, b) -> WillIncreaseSignificantly(b))))) -> (WithKerrysPlan(b, a) and WillIncreaseSignificantly(b))","(exists c (exists a (exists d (exists b (RaiseTaxes(a, b) and Amount(c) and InFirstHundredDays(a, d))))) & (forall f (forall h (forall g (RaiseTaxes(f,g) -> WillIncreaseSignificantly(h)))))) -> (exists a (exists b (WithKerrysPlan(b, a) and WillIncreaseSignificantly(b))))"
0,fallacy of extension,"If you told a person, ""I think we should all stay inside to bend the curve of COVID-19"" and they replied, ""so I guess you want people to lose their jobs then,"" what logical fallacy are they using?"," ""Staying inside will bend the curve of COVID-19."""," ""Wanting to stay inside means wanting people to lose their jobs.""","WillBendCurve(a, b),  IsCurveOf(b, c)","WantsToStayInside(x),  WantsToLoseJobs(x, d)",[],[],[],"WillBendCurve(a, b) and IsCurveOf(b, c)","WantsToStayInside(x) and WantsToLoseJobs(x, d)","(WillBendCurve(a, b) and IsCurveOf(b, c)) -> (WantsToStayInside(x) and WantsToLoseJobs(x, d))","(exists c (exists a (exists b (WillBendCurve(a, b) and IsCurveOf(b, c))))) -> (exists d (exists x (WantsToStayInside(x) and WantsToLoseJobs(x, d))))"
0,appeal to emotion,"Power lines cause cancer. I met a little boy with cancer who lived just 20 miles from a power line who looked into my eyes and said, in his weak voice, “Please do whatever you can so that other kids won’t have to go through what I am going through.” I urge you to vote for this bill to tear down all power lines and replace them with monkeys on treadmills.", Power lines cause cancer.  , Vote for this bill to tear down all power lines and replace them with monkeys on treadmills.,CauseCancer(a),"VoteFor(c),  TearsDown(d),  ReplacesWith(e)",[],[],"[(' Power lines', ' all power lines')]",CauseCancer(a),VoteFor(c) and (TearsDown(d) and ReplacesWith(e)),(exists a (CauseCancer(a))) -> (forall d (VoteFor(c) and (TearsDown(d) and ReplacesWith(e)))),(exists a (CauseCancer(a))) -> (exists c (exists d (exists e (VoteFor(c) and (TearsDown(d) and ReplacesWith(e))))))
0,ad hominem,"Student: Hey, Professor Moore, we shouldn't have to read this book by Freud. Everyone knows he used cocaine.", Freud used cocaine.  , We shouldn't have to read the book by Freud.,UsedCocaine(a),"ReadBook(c, d),  WrittenBy(d, a)",[],"[(' Freud', ' Freud')]",[],UsedCocaine(a),"ReadBook(c, d) and WrittenBy(d, a) and ~ReadBook(c, d)","(UsedCocaine(a)) -> (ReadBook(c, d) and WrittenBy(d, a) and ~ReadBook(c, d))","(exists a (UsedCocaine(a))) -> (exists c (exists d (exists a (ReadBook(c, d) and WrittenBy(d, a) and ~ReadBook(c, d)))))"
0,false causality,"Our house was burglarized right after that new family moved in next door. Therefore, that new family must have been involved."," ""The house was burglarized right after the new family moved in next door."""," ""The new family was involved in the burglary.""","Burglarized(b),  MovedIn(a),  IsNextDoor(a, c)","InvolvedIn(a, d)",[],"[(' the new family', ' The new family')]",[],"Burglarized(b) and MovedIn(a) and IsNextDoor(a, c)","InvolvedIn(a, d)","(Burglarized(b) and MovedIn(a) and IsNextDoor(a, c)) -> (InvolvedIn(a, d))","(exists c (exists a (exists b (Burglarized(b) and MovedIn(a) and IsNextDoor(a, c))))) -> (exists a (exists d (InvolvedIn(a, d))))"
0,circular reasoning,"Witchcraft remains our most urgent spiritual problem because it threatens
our very souls.", Witchcraft is an urgent spiritual problem.  , Witchcraft threatens our souls.,"IsUrgent(b),  IsSpiritualProblem(a)","Threatens(a, c)","[('  IsSpiritualProblem(a)', 'Threatens(a, c)'), ('Threatens(a, c)', '  IsSpiritualProblem(a)')]","[(' Witchcraft', ' Witchcraft')]","[(' spiritual problem', ' Witchcraft')]",IsSpiritualProblem(a) and IsUrgent(b),"Threatens(a, c)","(exists b (IsSpiritualProblem(a) and IsUrgent(b)) & (forall c (forall a (  IsSpiritualProblem(a) -> Threatens(a, c)))) & (forall c (forall a (Threatens(a, c) ->   IsSpiritualProblem(a))))) -> (forall a (Threatens(a, c)))","(exists a (exists b (IsSpiritualProblem(a) and IsUrgent(b))) & (forall e (forall d (  IsSpiritualProblem(d) -> Threatens(d,e)))) & (forall f (forall g (Threatens(f,g) ->   IsSpiritualProblem(f))))) -> (exists c (exists a (Threatens(a, c))))"
0,false dilemma,"Senator Jill: ""We'll have to cut education funding this year.""
Senator Bill: ""Why?""
Senator Jill: ""Well, either we cut the social programs or we live with a huge deficit and we can't live with the deficit.""", We can't live with a huge deficit.  , We must cut education funding.,IsHuge(a),IsCut(b),"[('IsHuge(a)', 'IsCut(b)')]",[],[],IsHuge(a) and ~CanLiveWith(a),IsCut(b),(IsHuge(a) and ~CanLiveWith(a) & (forall a (forall b (IsHuge(a) -> IsCut(b))))) -> (IsCut(b)),(exists a (IsHuge(a) and ~CanLiveWith(a)) & (forall c (forall d (IsHuge(c) -> IsCut(d))))) -> (exists b (IsCut(b)))
0,appeal to emotion,"""You'll make the right decision because you have something that not many people do: you have heart.""?"," ""You have heart.""  "," ""You will make the right decision.""",HasHeart(a),WillMakeDecision(a),[],"[(' You', ' You')]",[],HasHeart(a),WillMakeDecision(a),(HasHeart(a)) -> (WillMakeDecision(a)),(exists a (HasHeart(a))) -> (exists a (WillMakeDecision(a)))
0,faulty generalization,Christine has a terrible experience with a boyfriend. She decides that all boys are mean. This is an example of which logical fallacy?, Christine had a terrible experience with a boyfriend.  , All boys are mean.,"HadTerribleExperience(a),  WithBoyfriend(b)",IsMean(d),[],[],"[(' boyfriend', ' All boys')]",HadTerribleExperience(a) and WithBoyfriend(b),IsBoy(d) and IsMean(d),(HadTerribleExperience(a) and WithBoyfriend(b)) -> (IsBoy(d) and IsMean(d)),(exists a (exists b (HadTerribleExperience(a) and WithBoyfriend(b)))) -> (exists d (IsBoy(d) and IsMean(d)))
0,circular reasoning,Smoking pot is against the law because it's wrong; I know it's wrong because it is against the law., Smoking pot is against the law.  , Smoking pot is wrong.,IsAgainstTheLaw(a),IsWrong(a),[],"[(' Smoking pot', ' Smoking pot')]",[],IsAgainstTheLaw(a),IsWrong(a),(IsAgainstTheLaw(a)) -> (IsWrong(a)),(exists a (IsAgainstTheLaw(a))) -> (exists a (IsWrong(a)))
0,circular reasoning,"""You can't give me a D because I'm an A student!"""," ""I am an A student.""  "," ""You cannot give me a D.""",IsAStudent(a),"CannotGive(c, d, e)",[],[],[],IsAStudent(a),"~CannotGive(c, d, e)","(IsAStudent(a)) -> (~CannotGive(c, d, e))","(exists a (IsAStudent(a))) -> (exists c (exists d (exists e (~CannotGive(c, d, e)))))"
0,fallacy of logic,People who buy stocks are no different from people who bet on horse racing. They both risk their money with little chance of making a big profit., People who buy stocks risk their money with little chance of making a big profit., People who buy stocks are like people who bet on horse racing.,"BuysStocks(a),  RisksMoney(a),  HasLittleChanceOfMakingBigProfit(a)","BuysStocks(a),  BetsOnHorseRacing(e)","[('BuysStocks(a)', '  RisksMoney(a)'), ('BuysStocks(a)', '  HasLittleChanceOfMakingBigProfit(a)')]","[(' People who buy stocks', ' People who buy stocks')]",[],BuysStocks(a) and (RisksMoney(a) and HasLittleChanceOfMakingBigProfit(a)),BuysStocks(a) and BetsOnHorseRacing(e),(BuysStocks(a) and (RisksMoney(a) and HasLittleChanceOfMakingBigProfit(a)) & (forall a (BuysStocks(a) ->   RisksMoney(a))) & (forall a (BuysStocks(a) ->   HasLittleChanceOfMakingBigProfit(a)))) -> (BuysStocks(a) and BetsOnHorseRacing(e)),(exists a (BuysStocks(a) and (RisksMoney(a) and HasLittleChanceOfMakingBigProfit(a))) & (forall g (BuysStocks(g) ->   RisksMoney(g))) & (forall h (BuysStocks(h) ->   HasLittleChanceOfMakingBigProfit(h)))) -> (exists a (exists e (BuysStocks(a) and BetsOnHorseRacing(e))))
0,appeal to emotion,"I cannot get a job because the public education system failed me;  I have to steal to  survive.  It is society's fault, not mine.", The public education system failed me., I have to steal to survive.,"Failed(a, b)","HasToSteal(c),  HasToSurvive(c)",[],[],[],"Failed(a, b)",HasToSteal(c) and HasToSurvive(c),"(Failed(a, b)) -> (HasToSteal(c) and HasToSurvive(c))","(exists a (exists b (Failed(a, b)))) -> (exists c (HasToSteal(c) and HasToSurvive(c)))"
0,faulty generalization,"Trump presents a dark image of America if Clinton is elected, with “Syrian refugees flooding in, illegal immigrants convicted of crimes staying.”"," Trump presents a dark image of America if Clinton is elected, with Syrian refugees flooding in and illegal immigrants convicted of crimes staying.", America will have problems with Syrian refugees and illegal immigrants if Clinton is elected.,"Presents(d, e),  IsElected(a),  IsFloodingIn(b),  IsConvictedOfCrimes(c)","IsElected(a),  HasProblemsWith(g, b),  HasProblemsWith(g, c)","[('  IsFloodingIn(b)', '  HasProblemsWith(g, c)'), ('  IsConvictedOfCrimes(c)', '  HasProblemsWith(g, b)')]","[(' Clinton', ' Clinton'), (' Syrian refugees', ' Syrian refugees'), (' illegal immigrants', ' illegal immigrants')]","[(' dark image of America', ' America')]","IsElected(a) and (Presents(d, e) and IsFloodingIn(b) and IsConvictedOfCrimes(c))","IsElected(a) and (HasProblemsWith(g, b) and HasProblemsWith(g, c))","(exists e (IsElected(a) and (Presents(d, e) and IsFloodingIn(b) and IsConvictedOfCrimes(c))) & (forall g (forall c (forall b (  IsFloodingIn(b) ->   HasProblemsWith(g, c))))) & (forall c (forall b (forall g (  IsConvictedOfCrimes(c) ->   HasProblemsWith(g, b)))))) -> (forall g (IsElected(a) and (HasProblemsWith(g, b) and HasProblemsWith(g, c))))","(exists a (exists d (exists b (exists c (exists e (IsElected(a) and (Presents(d, e) and IsFloodingIn(b) and IsConvictedOfCrimes(c))))))) & (forall h (forall i (forall j (  IsFloodingIn(h) ->   HasProblemsWith(i,j))))) & (forall l (forall m (forall k (  IsConvictedOfCrimes(k) ->   HasProblemsWith(l,m)))))) -> (exists c (exists a (exists b (exists g (IsElected(a) and (HasProblemsWith(g, b) and HasProblemsWith(g, c)))))))"
0,ad hominem,"Charlie: Fast food is filled with salt, fat, and added sugars. We need better regulation of the industry.
Bob: That my be, but you're such a hypocrite! I saw you devour a Triple-Baconator, super-sized fries, and 64oz of soda yesterday!"," Charlie ate a Triple-Baconator, super-sized fries, and 64oz of soda.  ", Fast food requires better regulation.,"Ate(a, b),  Ate(a, c),  Ate(a, d)",RequiresBetterRegulation(e),[],[],"[(' Triple-Baconator', ' Fast food'), (' super-sized fries', ' Fast food')]","Ate(a, b) and Ate(a, c) and Ate(a, d)",RequiresBetterRegulation(e),"(exists c (exists b (Ate(a, b) and Ate(a, c) and Ate(a, d)))) -> (forall e (RequiresBetterRegulation(e)))","(exists c (exists a (exists d (exists b (Ate(a, b) and Ate(a, c) and Ate(a, d)))))) -> (exists e (RequiresBetterRegulation(e)))"
0,faulty generalization,Christine has a terrible experience with a boyfriend. She decides that all boys are mean., Christine had a terrible experience with a boyfriend.  , All boys are mean.,"HadTerribleExperience(a),  WithBoyfriend(b, c)",IsMean(d),[],[],"[(' boyfriend', ' Boys')]","HadTerribleExperience(a) and WithBoyfriend(b, c)",Boys(d) and IsMean(d),"(exists c (HadTerribleExperience(a) and WithBoyfriend(b, c))) -> (forall d (Boys(d) and IsMean(d)))","(exists c (exists a (exists b (HadTerribleExperience(a) and WithBoyfriend(b, c))))) -> (exists d (Boys(d) and IsMean(d)))"
0,intentional,"Barbara believes the marketing agency's office is haunted. The cleaning crew once said they heard a other-worldly noise late at night. Since no one could prove that it wasn't a ghost, the office must be haunted.", The cleaning crew heard an other-worldly noise late at night., The marketing agency's office is haunted.,"HeardNoise(a, b),  OccursLateAtNight(b, c)",IsHaunted(d),[],[],[],"HeardNoise(a, b) and OccursLateAtNight(b, c)",IsHaunted(d),"(HeardNoise(a, b) and OccursLateAtNight(b, c)) -> (IsHaunted(d))","(exists c (exists a (exists b (HeardNoise(a, b) and OccursLateAtNight(b, c))))) -> (exists d (IsHaunted(d)))"
0,ad populum,"I am voting for Pepitone for President because the rest of my family is voting for her, and I don't want to be the only one not doing so."," ""The rest of my family is voting for Pepitone for President.""  "," ""I must vote for Pepitone for President.""","IsVotingFor(c, a),  IsCandidateFor(a, b)","IsVotingFor(d, a),  IsCandidateFor(a, b)",[],"[(' Pepitone', ' Pepitone'), (' President', ' President')]",[],"IsVotingFor(c, a) and IsCandidateFor(a, b)","IsVotingFor(d, a) and IsCandidateFor(a, b)","(IsVotingFor(c, a) and IsCandidateFor(a, b)) -> (IsVotingFor(d, a) and IsCandidateFor(a, b))","(exists c (exists a (exists b (IsVotingFor(c, a) and IsCandidateFor(a, b))))) -> (exists a (exists d (exists b (IsVotingFor(d, a) and IsCandidateFor(a, b)))))"
0,fallacy of credibility,"“I admire the president for being a good role model.” REPLY: “But the New York Times says he’s a lousy role model, so you’re wrong.”"," ""The New York Times says the president is a lousy role model.""  "," ""The president is not a good role model.""","Says(b, a),  IsALousyRoleModel(a)",IsNotAGoodRoleModel(a),"[('  IsALousyRoleModel(a)', 'IsNotAGoodRoleModel(a)')]","[(' the president', ' The president')]","[(' a lousy role model', ' role model')]","Says(b, a) and IsALousyRoleModel(a)",IsNotAGoodRoleModel(a),"(Says(b, a) and IsALousyRoleModel(a) & (forall a (  IsALousyRoleModel(a) -> IsNotAGoodRoleModel(a)))) -> (IsNotAGoodRoleModel(a))","(exists a (exists b (Says(b, a) and IsALousyRoleModel(a))) & (forall f (  IsALousyRoleModel(f) -> IsNotAGoodRoleModel(f)))) -> (exists a (IsNotAGoodRoleModel(a)))"
0,faulty generalization,The numbers on gun violence speak for themselves. We should ban guns in the country!, The numbers on gun violence are significant.  , Ban guns in the country.,"AreOnGunViolence(a),  AreSignificant(a)","AreBanned(c),  AreInCountry(c)",[],[],[],AreOnGunViolence(a) and AreSignificant(a),AreBanned(c) and AreInCountry(c),(AreOnGunViolence(a) and AreSignificant(a)) -> (AreBanned(c) and AreInCountry(c)),(exists a (AreOnGunViolence(a) and AreSignificant(a))) -> (exists c (AreBanned(c) and AreInCountry(c)))
0,false causality,"“The temperature has dropped this morning, and I also have a headache. Therefore, the cold weather must be causing my headache. “"," ""The temperature has dropped this morning.""  "," ""The cold weather causes headaches.""",HasDropped(a),"IsCold(c),  Causes(c, d)",[],[],[],HasDropped(a),"IsCold(c) and Causes(c, d)","(HasDropped(a)) -> (IsCold(c) and Causes(c, d))","(exists a (HasDropped(a))) -> (exists c (exists d (IsCold(c) and Causes(c, d))))"
0,ad hominem,"My teacher says the Earth is flat, so it definitely is flat."," ""The teacher says the Earth is flat.""  "," ""The Earth is flat.""","SaysFlat(b, a)",IsFlat(a),[],"[(' the Earth', ' The Earth')]",[],"SaysFlat(b, a)",IsFlat(a),"(SaysFlat(b, a)) -> (IsFlat(a))","(exists a (exists b (SaysFlat(b, a)))) -> (exists a (IsFlat(a)))"
0,equivocation,"The fallacy of equivocation occurs when a key term or phrase in an argument is used in an ambiguous way, with one meaning in one portion of the argument and then another meaning in another portion of the argument.", A key term or phrase is used ambiguously in an argument.  , The argument is flawed due to equivocation.,"IsUsedAmbiguously(b),  IsInArgument(b, a)","IsFlawed(a),  HasEquivocation(a)","[('IsUsedAmbiguously(b)', 'IsFlawed(a)'), ('IsUsedAmbiguously(b)', '  HasEquivocation(a)'), ('  HasEquivocation(a)', 'IsUsedAmbiguously(b)'), ('  IsInArgument(b, a)', 'IsFlawed(a)'), ('  IsInArgument(b, a)', '  HasEquivocation(a)')]","[(' argument', ' The argument')]",[],"IsUsedAmbiguously(b) and IsInArgument(b, a)",IsFlawed(a) and HasEquivocation(a),"(IsUsedAmbiguously(b) and IsInArgument(b, a) & (forall a (forall b (IsUsedAmbiguously(b) -> IsFlawed(a)))) & (forall a (forall b (IsUsedAmbiguously(b) ->   HasEquivocation(a)))) & (forall a (forall b (  HasEquivocation(a) -> IsUsedAmbiguously(b)))) & (forall a (forall b (  IsInArgument(b, a) -> IsFlawed(a)))) & (forall a (forall b (  IsInArgument(b, a) ->   HasEquivocation(a))))) -> (IsFlawed(a) and HasEquivocation(a))","(exists a (exists b (IsUsedAmbiguously(b) and IsInArgument(b, a))) & (forall e (forall d (IsUsedAmbiguously(d) -> IsFlawed(e)))) & (forall f (forall g (IsUsedAmbiguously(f) ->   HasEquivocation(g)))) & (forall h (forall i (  HasEquivocation(h) -> IsUsedAmbiguously(i)))) & (forall l (forall j (forall k (  IsInArgument(j,k) -> IsFlawed(l))))) & (forall n (forall o (forall m (  IsInArgument(m,n) ->   HasEquivocation(o)))))) -> (exists a (IsFlawed(a) and HasEquivocation(a)))"
0,faulty generalization,When you have too little or unrepresentative data to make claim., There is too little or unrepresentative data.  , A claim cannot be made.,"IsTooLittle(a),  IsUnrepresentative(b)",IsClaim(c),[],[],[],IsTooLittle(a) or IsUnrepresentative(b),~IsClaim(c),(IsTooLittle(a) or IsUnrepresentative(b)) -> (~IsClaim(c)),(exists a (exists b (IsTooLittle(a) or IsUnrepresentative(b)))) -> (exists c (~IsClaim(c)))
0,ad populum,"The majority of people believe advertisers should spend more money on billboards, so billboards are objectively the best form of advertisement.", The majority of people believe advertisers should spend more money on billboards.  , Billboards are the best form of advertisement.,"BelieveSpendingMoreOn(b, c, a)",IsBestFormOfAdvertisement(a),[],"[(' billboards', ' Billboards')]","[(' billboards', ' form of advertisement')]","BelieveSpendingMoreOn(b, c, a)",IsBestFormOfAdvertisement(a),"(BelieveSpendingMoreOn(b, c, a)) -> (IsBestFormOfAdvertisement(a))","(exists c (exists a (exists b (BelieveSpendingMoreOn(b, c, a))))) -> (exists a (IsBestFormOfAdvertisement(a)))"
0,faulty generalization,"If we ban Hummers because they are bad for the environment, eventually the government will ban all cars, so we should not ban Hummers."," ""Hummers are bad for the environment.""  "," ""The government will ban all cars.""","AreBadFor(a, b)","WillBan(c, d)",[],[],"[(' Hummers', ' all cars')]","AreBadFor(a, b)","WillBan(c, d)","(exists a (AreBadFor(a, b))) -> (forall d (WillBan(c, d)))","(exists a (exists b (AreBadFor(a, b)))) -> (exists c (exists d (WillBan(c, d))))"
0,ad hominem,"My opponent raised a good point, but can we trust him? I mean he just moved to town only 5 months ago, how much could he really know?"," ""My opponent just moved to town 5 months ago.""  "," ""My opponent cannot be trusted.""","JustMovedToTown(a),  FiveMonthsAgo(a)",CannotBeTrusted(a),[],"[(' My opponent', ' My opponent')]",[],JustMovedToTown(a) and FiveMonthsAgo(a),CannotBeTrusted(a),(JustMovedToTown(a) and FiveMonthsAgo(a)) -> (CannotBeTrusted(a)),(exists a (JustMovedToTown(a) and FiveMonthsAgo(a))) -> (exists a (CannotBeTrusted(a)))
0,false dilemma,"Either you can save your money to buy a new car for yourself, or you can just take an Uber around for the rest of your life.", You can save money to buy a new car.  , You will take an Uber for the rest of your life.,"IsSaved(b),  IsSavedBy(a),  IsAbleToBuy(c)","WillTakeUberForLife(a, d, e)",[],"[(' You', ' You')]","[(' You', ' your life')]",IsSaved(b) and IsSavedBy(a) and IsAbleToBuy(c),"WillTakeUberForLife(a, d, e)","(exists a (IsSaved(b) and IsSavedBy(a) and IsAbleToBuy(c))) -> (forall e (WillTakeUberForLife(a, d, e)))","(exists c (exists a (exists b (IsSaved(b) and IsSavedBy(a) and IsAbleToBuy(c))))) -> (exists a (exists d (exists e (WillTakeUberForLife(a, d, e)))))"
0,false causality,"Matthieu was the only player on the team who didn't grow a playoff beard, and thus he ended up getting injured.", Matthieu was the only player on the team who didn't grow a playoff beard.  , Players who don't grow playoff beards get injured.,"DidNotGrowPlayoffBeard(b),  IsOnTeam(c)","DoesNotGrowPlayoffBeard(d),  GetsInjured(d)",[],"[(' playoff beard', ' playoff beards')]","[(' the only player on the team', ' Players')]",IsOnTeam(c) and DidNotGrowPlayoffBeard(b),DoesNotGrowPlayoffBeard(d) and GetsInjured(d),(exists c (IsOnTeam(c) and DidNotGrowPlayoffBeard(b))) -> (forall d (DoesNotGrowPlayoffBeard(d) and GetsInjured(d))),(exists c (exists b (IsOnTeam(c) and DidNotGrowPlayoffBeard(b)))) -> (exists d (DoesNotGrowPlayoffBeard(d) and GetsInjured(d)))
